"bloco","bairro","regiao","data","data_relativa","concentracao","desfile","final","local_da_concentracao","percurso","publico_estimado","ano_do_primeiro_desfile","label","lon","lat"
"Cata Latas do Grajaú","Grajaú","Tijuca e Adj",2018-02-13,"Terça-feira de Carnaval",1899-12-31 18:00:00,1899-12-31 21:00:00,1899-12-31 22:00:00,"praca nobel rio de janeiro","Rua Saviana, Rua Rosa e Silva, Rua Campinas, Rua Uberaba, Rua Botucatu, Rua Barão de Mesquita e Largo do Verdun",2500,2011,"Bloco: Cata Latas do Grajaú - Bairro: Grajaú - Regiao: Zona Norte 2Data: 2018-02-13 - Concentração 18:00:00",-43.2595302,-22.9268142
"Cheiro na Testa","Santa Teresa","Centro",2018-02-13,"Terça-feira de Carnaval",1899-12-31 11:00:00,1899-12-31 13:00:00,1899-12-31 17:00:00,"largo dos guimaraes rio de janeiro","Largo dos Guimarães, Rua Paschoal Carlos Magno, Rua Monte Alegre até a esquina com a Rua Áurea",1000,2008,"Bloco: Cheiro na Testa - Bairro: Santa Teresa - Regiao: Zona Norte 2Data: 2018-02-13 - Concentração 11:00:00",-43.1860341,-22.9215545
"Chifrorosso","Rocinha","Zona Sul",2018-02-13,"Terça-feira de Carnaval",1899-12-31 19:00:00,1899-12-31 20:00:00,1899-12-31 22:00:00,"rua  rio de janeiro","Rua 2 até a Estrada da Gavea 436 e retornando até origem",500,1985,"Bloco: Chifrorosso - Bairro: Rocinha - Regiao: Zona Norte 2Data: 2018-02-13 - Concentração 19:00:00",-43.9406569,-19.9264516
"Clube do Samba","Copacabana","Zona Sul",2018-02-13,"Terça-feira de Carnaval",1899-12-31 15:00:00,1899-12-31 18:00:00,1899-12-31 19:30:00,"avenida atlantica  rio de janeiro","Avenida Atlântica, da Rua Santa Clara indo em direção ao posto 6 - Constante Ramos - Barão de Ipanema - Bolivar - Xavier da Silveira - Miguel Lemos - Djalma Urich - Sá Ferreira",1000,1980,"Bloco: Clube do Samba - Bairro: Copacabana - Regiao: Zona Norte 2Data: 2018-02-13 - Concentração 15:00:00",-43.1814726,-22.9695324
"Cornos e Simpatizantes","Manguinhos","Zona Norte 2",2018-02-13,"Terça-feira de Carnaval",1899-12-31 17:00:00,1899-12-31 18:00:00,1899-12-31 22:00:00,"av  dos democraticos  rio de janeiro","Caminho dos Democráticos próximo a Suípa ate Av. dos Democráticos altura Rua José Rubino.",600,2007,"Bloco: Cornos e Simpatizantes - Bairro: Manguinhos - Regiao: Zona Norte 2Data: 2018-02-13 - Concentração 17:00:00",-43.257294,-22.875402
"Deita Mas Não Dorme","Taquara","Barra/JPA",2018-02-13,"Segunda-feira de Carnaval",1899-12-31 14:00:00,1899-12-31 16:00:00,1899-12-31 20:00:00,"rua caituba rio de janeiro","Parado",500,2009,"Bloco: Deita Mas Não Dorme - Bairro: Taquara - Regiao: Zona Norte 2Data: 2018-02-13 - Concentração 14:00:00",-43.3761001,-22.9170436
"Dragões da Riachuelo","Bairro de Fátima","Centro",2018-02-13,"Terça-feira de Carnaval",1900-01-01 14:30:00,1900-01-01 15:00:00,1900-01-01 18:00:00,"rua do senado rio de janeiro","Parado",200,2011,"Bloco: Dragões da Riachuelo - Bairro: Bairro de Fátima - Regiao: Zona Norte 2Data: 2018-02-13 - Concentração 14:30:00",NA,NA
"É Tudo ou Nada?!","Humaitá","Zona Sul",2018-02-13,"Terça-feira de Carnaval",1899-12-31 12:00:00,1899-12-31 12:00:00,1899-12-31 15:00:00,"estacionamento da cobal do humaita rio de janeiro","Voluntários da Pátria, Rua Conde de Irajá, Largo dos Leões e Rua Marques",3000,2008,"Bloco: É Tudo ou Nada?! - Bairro: Humaitá - Regiao: Zona Norte 2Data: 2018-02-13 - Concentração 12:00:00",-43.1950927,-22.955402
"Embalo de Santa Tereza","Santa Teresa","Centro",2018-02-13,"Terça-feira de Carnaval",1899-12-31 15:00:00,1899-12-31 16:30:00,1899-12-31 19:30:00,"largo do franca rio de janeiro","Segue na Rua Alm. Alexandrino até o Largo do Vista Alegre seguindo até o Largo dos Guimarães onde dispersa.",800,2002,"Bloco: Embalo de Santa Tereza - Bairro: Santa Teresa - Regiao: Zona Norte 2Data: 2018-02-13 - Concentração 15:00:00",-43.1954869,-22.9298376
"Empurra que Pega do Leblon","Leblon","Zona Sul",2018-02-13,"Terça-feira de Carnaval",1899-12-31 13:00:00,1899-12-31 15:00:00,1899-12-31 19:00:00,"av  delfim moreira rio de janeiro","Av. Delfim Moreira do Posto 12 até o posto 11",15000,1990,"Bloco: Empurra que Pega do Leblon - Bairro: Leblon - Regiao: Zona Norte 2Data: 2018-02-13 - Concentração 13:00:00",-43.2215643,-22.9869969
"Enxota que Eu Vou","Centro","Centro",2018-02-13,"Terça-feira de Carnaval",1899-12-31 16:00:00,1899-12-31 18:00:00,1899-12-31 22:00:00,"praca tiradentes rio de janeiro","Parado",500,2008,"Bloco: Enxota que Eu Vou - Bairro: Centro - Regiao: Zona Norte 2Data: 2018-02-13 - Concentração 16:00:00",-41.5079898,-17.8641323
"Fecha Bar","Ilha de Paquetá","Centro",2018-02-13,"Terça-feira de Carnaval",1899-12-31 18:00:00,1899-12-31 19:00:00,1899-12-31 22:00:00,"praia jose bonifacio rio de janeiro","Praia José Bonifácio, Rua Furquim Werneck, Rua Príncipe Regente, volta para José Bonifácio",500,1984,"Bloco: Fecha Bar - Bairro: Ilha de Paquetá - Regiao: Zona Norte 2Data: 2018-02-13 - Concentração 18:00:00",-43.1101148,-22.7626789
"G.R.B.C. Meu Peru é Seu","Piedade","Zona Norte 1",2018-02-13,"Terça-feira de Carnaval",1899-12-31 13:00:00,1899-12-31 16:00:00,1899-12-31 19:00:00,"r  padre manuel da nobrega   rio de janeiro","R. Padre Manoel da Nobrega, Av. D. Helder Camara , retorno na R. Bernardino de Campos, Av. D. H. Camara, R. Souza Cerqueira, R. Gonçalo Coelho, R. Antonio Vargas e R. Padre Manoel da Nobrega.",300,2018,"Bloco: G.R.B.C. Meu Peru é Seu - Bairro: Piedade - Regiao: Zona Norte 2Data: 2018-02-13 - Concentração 13:00:00",NA,NA
"Gambá Cheiroso","Jacarepaguá","Barra/JPA",2018-02-13,"Terça-feira de Carnaval",1899-12-31 16:00:00,1899-12-31 17:00:00,1899-12-31 22:00:00,"rua bruno giorgi s n  anfiteatro rio de janeiro","Parado",1000,2017,"Bloco: Gambá Cheiroso - Bairro: Jacarepaguá - Regiao: Zona Norte 2Data: 2018-02-13 - Concentração 16:00:00",NA,NA
"Largo do Machado, Mas Não Largo do Copo","Catete","Zona Sul",2018-02-13,"Terça-feira de Carnaval",1899-12-31 14:00:00,1899-12-31 16:00:00,1899-12-31 20:00:00,"largo do machado rio de janeiro","Largo do Machado, Rua do Catete, Arthur Bernardes, Bento Lisboa, Ministro Tavares de Lira, Conde de Baependi, Rua do Catete e Largo do Machado",2000,2007,"Bloco: Largo do Machado, Mas Não Largo do Copo - Bairro: Catete - Regiao: Zona Norte 2Data: 2018-02-13 - Concentração 14:00:00",-43.1789104,-22.9305425
"Meu Bem, Volto Já","Leme","Zona Sul",2018-02-13,"Terça-feira de Carnaval",1899-12-31 15:00:00,1899-12-31 17:00:00,1899-12-31 20:00:00,"avenida princesa isabel esquina com ministro viveiros de castro rio de janeiro","Avenida Princesa Isabel, Avenida Atlântica, seguindo até a Pedra do Leme",1000,1996,"Bloco: Meu Bem, Volto Já - Bairro: Leme - Regiao: Zona Norte 2Data: 2018-02-13 - Concentração 15:00:00",-43.1790484,-22.9651587
"Mocidade Dependente de Deus","Aterro do Flamengo","Zona Sul",2018-02-13,"Terça-feira de Carnaval",1899-12-31 14:00:00,1899-12-31 15:00:00,1899-12-31 18:00:00,"praia do flamengo  a rio de janeiro","PRAIA DO FLAMENGO, RUA PAISSANDÚ, RUA SENADOR VERGUEIRO, RUA DO CATETE, RUA SILVEIRA MARTINS, RETORNA A ORIGEM",800,1992,"Bloco: Mocidade Dependente de Deus - Bairro: Aterro do Flamengo - Regiao: Zona Norte 2Data: 2018-02-13 - Concentração 14:00:00",-43.1741126,-22.9301996
"Muceludos de Padre Miguel","Padre Miguel","Zona Oeste",2018-02-13,"Terça-feira de Carnaval",1899-12-31 14:00:00,1899-12-31 17:00:00,1899-12-31 20:00:00,"rua pedro melo  rio de janeiro","Segue pela Rua Japeju, Rua Olimpia Esteves, Rua Murundú, Rua Ceriba, Rua Maria Rosa, Largo da Tapiranga",300,2016,"Bloco: Muceludos de Padre Miguel - Bairro: Padre Miguel - Regiao: Zona Norte 2Data: 2018-02-13 - Concentração 14:00:00",-43.44331,-22.8837592
"Mulheres da Vila","Vila isabel","Tijuca e Adj",2018-02-13,"Terça-feira de Carnaval",1899-12-31 15:00:00,1899-12-31 17:00:00,1899-12-31 19:30:00,"boulevard  de setembro rio de janeiro","Boulevard 28 de Setembro, esquina c/ Rua Gonzaga Bastos, seguindo pela 28 de setembro até a escola Vila Isabel",500,2011,"Bloco: Mulheres da Vila - Bairro: Vila isabel - Regiao: Zona Norte 2Data: 2018-02-13 - Concentração 15:00:00",-43.2425792,-22.9152067
"Ninho dos Cobras","Madureira","Zona Norte 1",2018-02-13,"Terça-feira de Carnaval",1899-12-31 13:00:00,1899-12-31 18:00:00,1899-12-31 19:00:00,"rua carvalho de souza embaixo do viaduto de madureira rio de janeiro","Rua Carvalho de Souza, Av. Ministro Edgard Romero e Estrada do Portela até a Rua Dagmar da Fonseca",800,2013,"Bloco: Ninho dos Cobras - Bairro: Madureira - Regiao: Zona Norte 2Data: 2018-02-13 - Concentração 13:00:00",-43.3348039,-22.8761044
"Orquestra Voadora","Aterro do Flamengo","Zona Sul",2018-02-13,"Terça-feira de Carnaval",1899-12-31 13:00:00,1899-12-31 15:00:00,1899-12-31 22:00:00,"aterro do flamengo altura da praca luis de camoes  coreto modernista rio de janeiro","Segue pelo Aterro do Flamengo, com dispersão na Av. Infante Dom Henrique 85 aterro do Flamengo",80000,2008,"Bloco: Orquestra Voadora - Bairro: Aterro do Flamengo - Regiao: Zona Norte 2Data: 2018-02-13 - Concentração 13:00:00",NA,NA
"Quero Exibir Meu Longa","Tijuca","Tijuca e Adj",2018-02-13,"Terça-feira de Carnaval",1899-12-31 10:00:00,1899-12-31 11:30:00,1899-12-31 16:00:00,"praca gabriel soares rio de janeiro","Praça Gabriel Soares, Rua José Higino, Rua Conde de Bonfim, Rua Henry Ford, Rua Desembargador Isidro, Praça Gabriel Soares",480,2013,"Bloco: Quero Exibir Meu Longa - Bairro: Tijuca - Regiao: Zona Norte 2Data: 2018-02-13 - Concentração 10:00:00",-43.2342516,-22.9313242
"Raízes da Vila da Penha","Vila da Penha","Zona Norte 1",2018-02-13,"Terça-feira de Carnaval",1899-12-31 13:00:00,1899-12-31 15:00:00,1899-12-31 19:00:00,"rua sao joao gualberto rio de janeiro","Rua São João Gualberto, Rua General Silveira Sobrinho, Rua Oliveira Belo,  Rua Alice Tibiriça e Rua São João Gualberto",900,2007,"Bloco: Raízes da Vila da Penha - Bairro: Vila da Penha - Regiao: Zona Norte 2Data: 2018-02-13 - Concentração 13:00:00",NA,NA
"Rio Maracatu","Ipanema","Zona Sul",2018-02-13,"Terça-feira de Carnaval",1899-12-31 08:00:00,1899-12-31 10:00:00,1899-12-31 14:00:00,"avenida vieira souto  rio de janeiro","Avenida Vieira Souto, do Posto 8 até o posto 9",5000,1998,"Bloco: Rio Maracatu - Bairro: Ipanema - Regiao: Zona Norte 2Data: 2018-02-13 - Concentração 08:00:00",NA,NA
"Se Me Der, Eu Como!","Tijuca","Tijuca e Adj",2018-02-13,"Terça-feira de Carnaval",1899-12-31 14:00:00,1899-12-31 17:00:00,1899-12-31 20:00:00,"praca da medalha milagrosa rio de janeiro","Rua do Matoso, Rua Haddock Lobo, Rua Barão de Ubá, Rua Joaquim Palhares, Barão de Iguatemi.",3000,2004,"Bloco: Se Me Der, Eu Como! - Bairro: Tijuca - Regiao: Zona Norte 2Data: 2018-02-13 - Concentração 14:00:00",-43.2126168,-22.9163913
"Sobrinhos do Tio Bio","Leblon","Zona Sul",2018-02-13,"Terça-feira de Carnaval",1899-12-31 09:00:00,1899-12-31 11:00:00,1899-12-31 15:00:00,"posto  rio de janeiro","Sai do posto 12 até o posto 11",3000,2006,"Bloco: Sobrinhos do Tio Bio - Bairro: Leblon - Regiao: Zona Norte 2Data: 2018-02-13 - Concentração 09:00:00",-43.1899079,-22.9556832
"Tribo Cacuia","Ilha do Governador","Zona Norte 3",2018-02-13,"Terça-feira de Carnaval",1899-12-31 16:00:00,1899-12-31 18:00:00,1899-12-31 22:00:00,"estrada do cacuia c  estrada do galeao rio de janeiro","Estrada do Galeão até Rua Mileto Maciel retorna pelo mesmo percurso até Rua Sargento João Lopes c/ Estrada do Cacuia",10000,2001,"Bloco: Tribo Cacuia - Bairro: Ilha do Governador - Regiao: Zona Norte 2Data: 2018-02-13 - Concentração 16:00:00",NA,NA
"Tudubloco","Madureira","Zona Norte 1",2018-02-13,"Terça de Carnaval",1899-12-31 09:00:00,1899-12-31 11:00:00,1899-12-31 14:00:00,"parque madureira rio de janeiro","Parado",10000,2018,"Bloco: Tudubloco - Bairro: Madureira - Regiao: Zona Norte 2Data: 2018-02-13 - Concentração 09:00:00",NA,NA
"Último Gole","Lagoa","Zona Sul",2018-02-13,"Terça-feira de Carnaval",1899-12-31 14:00:00,1899-12-31 16:00:00,1899-12-31 20:00:00,"parque dos patins rio de janeiro","PARADO",3000,1997,"Bloco: Último Gole - Bairro: Lagoa - Regiao: Zona Norte 2Data: 2018-02-13 - Concentração 14:00:00",-43.216449,-22.9722713
"Unidos do Complexo do Alemão","Bonsucesso","Zona Norte 3",2018-02-13,"Terça-feira de Carnaval",1899-12-31 17:00:00,1899-12-31 18:00:00,1899-12-31 20:00:00,"rua nova brasilia rio de janeiro","Rua Nova Brasília 02 até a Praça do Terço N°5",1000,2012,"Bloco: Unidos do Complexo do Alemão - Bairro: Bonsucesso - Regiao: Zona Norte 2Data: 2018-02-13 - Concentração 17:00:00",-43.2657144,-22.9163852
"Vagalume O Verde","Jardim Botânico","Zona Sul",2018-02-13,"Terça-feira de Carnaval",1899-12-31 08:00:00,1899-12-31 10:00:00,1899-12-31 14:00:00,"rua jardim botanico rio de janeiro","Rua Jardim Botânico, da Rua Pacheco Leão até a Praça Santos Dumont",10000,2005,"Bloco: Vagalume O Verde - Bairro: Jardim Botânico - Regiao: Zona Norte 2Data: 2018-02-13 - Concentração 08:00:00",-43.2173173,-22.9640215
"Vem Comigo","Vila Cosmos","Zona Norte 1",2018-02-13,"Quarta-feira de Carnaval",1899-12-31 14:00:00,1899-12-31 17:30:00,1899-12-31 19:00:00,"rua itacambira c av  meriti rio de janeiro","Rua Alecrim, Rua Itacambira com Rua Imbiaça.",1200,2000,"Bloco: Vem Comigo - Bairro: Vila Cosmos - Regiao: Zona Norte 2Data: 2018-02-13 - Concentração 14:00:00",NA,NA
"Virilha de Minhoca","Bangu","Zona oeste",2018-02-13,"Terça de Carnaval",1899-12-31 18:00:00,1899-12-31 19:00:00,1899-12-31 22:00:00,"rua fonseca  rio de janeiro","Rua fonseca, rua oliveira ribeiro, Av. Cônego de Vasconcelos, Rua Santa Cecilia, Rua Fonseca",6000,2002,"Bloco: Virilha de Minhoca - Bairro: Bangu - Regiao: Zona Norte 2Data: 2018-02-13 - Concentração 18:00:00",-43.4655499,-22.8819827
"Ainda Aguento","Ilha do Governador","Zona Norte 3",2018-02-14,"Quarta-feira de Cinzas",1899-12-31 11:00:00,1899-12-31 11:00:00,1899-12-31 15:00:00,"praia da engenhoca rio de janeiro","Rua Praia da Engenhoca, Rua Novo Airão, Rua Fernandes da Fonseca, Pça Iaiá Garcia e retorna para origem pelo trajeto inverso.",800,2008,"Bloco: Ainda Aguento - Bairro: Ilha do Governador - Regiao: Zona Norte 2Data: 2018-02-14 - Concentração 11:00:00",-43.1709439,-22.8215369
"Amigos da Onça","Flamengo","Zona Sul",2018-02-14,"Quarta - Feira de Cinzas",1899-12-31 06:00:00,1899-12-31 07:00:00,1899-12-31 12:00:00,"praia do flamengo rio de janeiro","Pista interna da Praia do Flamengo",20000,2012,"Bloco: Amigos da Onça - Bairro: Flamengo - Regiao: Zona Norte 2Data: 2018-02-14 - Concentração 06:00:00",-43.1741126,-22.9301996
"Amigos da Velha Guarda","Recreio dos Bandeirantes","Barra/JPA",2018-02-14,"Quarta-feira de Cinzas",1899-12-31 14:00:00,1899-12-31 14:00:00,1899-12-31 20:00:00,"av  lucio costa   quiosque terapia  rio de janeiro","Parado",1000,2017,"Bloco: Amigos da Velha Guarda - Bairro: Recreio dos Bandeirantes - Regiao: Zona Norte 2Data: 2018-02-14 - Concentração 14:00:00",-43.4561719,-23.0250781
"Banda do Village","Ilha do Governador","Zona Norte 3",2018-02-14,"Quarta-feira de Cinzas",1899-12-31 16:00:00,1899-12-31 16:00:00,1899-12-31 22:00:00,"rua luiz sa altura do numero  rio de janeiro","Parado",1500,2009,"Bloco: Banda do Village - Bairro: Ilha do Governador - Regiao: Zona Norte 2Data: 2018-02-14 - Concentração 16:00:00",NA,NA
"Batalha dos Blocos","Recreio dos Bandeirantes","Barra/JPA",2018-02-14,"quarta-feira de cinzas",1899-12-31 10:00:00,1899-12-31 10:00:00,1899-12-31 14:00:00,"praia do recreio posto  rio de janeiro","Parado",4000,2017,"Bloco: Batalha dos Blocos - Bairro: Recreio dos Bandeirantes - Regiao: Zona Norte 2Data: 2018-02-14 - Concentração 10:00:00",NA,NA
"Batuque das Meninas","Laranjeiras","Zona Sul",2018-02-14,"Quarta-feira de Cinzas",1899-12-31 15:00:00,1899-12-31 16:00:00,1899-12-31 21:00:00,"praca largo do machado rio de janeiro","Largo do Machado - Parado",200,2010,"Bloco: Batuque das Meninas - Bairro: Laranjeiras - Regiao: Zona Norte 2Data: 2018-02-14 - Concentração 15:00:00",-43.1785694,-22.9307993
"Bloco da Apuração dos Embaixadores da Folia","Lapa","Centro",2018-02-14,"Quarta-feira de Cinzas",1899-12-31 14:00:00,1899-12-31 17:00:00,1899-12-31 18:30:00,"av  gomes freire  rio de janeiro","Parado",500,2001,"Bloco: Bloco da Apuração dos Embaixadores da Folia - Bairro: Lapa - Regiao: Zona Norte 2Data: 2018-02-14 - Concentração 14:00:00",-43.1839559,-22.9105634
"Chave de Ouro","Engenho de Dentro","Zona Norte 2",2018-02-14,"Quarta-feira de Cinzas",1899-12-31 15:00:00,1899-12-31 16:00:00,1899-12-31 18:00:00,"rua adolfo bergamini  chave de ouro  rio de janeiro","Rua Adolfo Bergamini, Rua Ana Leonidia , Rua Dr. Bulhões, Rua Borja Reis e Rua Adolfo Bergamini, voltando ao Chave de Ouro",800,2014,"Bloco: Chave de Ouro - Bairro: Engenho de Dentro - Regiao: Zona Norte 2Data: 2018-02-14 - Concentração 15:00:00",-43.297404,-22.9041667
"Guri da Merck","Taquara","Barra/JPA",2018-02-14,"Quarta-feira de Cinzas",1899-12-31 16:00:00,1899-12-31 19:00:00,1899-12-31 22:00:00,"praca albert sabin  praca da merck  rio de janeiro","PARADO",1000,2013,"Bloco: Guri da Merck - Bairro: Taquara - Regiao: Zona Norte 2Data: 2018-02-14 - Concentração 16:00:00",-43.368644,-22.9345159
"Me Enterra na Quarta","Santa Teresa","Centro",2018-02-14,"Quarta - Feira de Cinzas",1899-12-31 15:30:00,1899-12-31 17:00:00,1899-12-31 21:30:00,"praca odilio costa rio de janeiro","Segue pela Rua Áurea até Rua Alm. Alexandrino, Rua Joaquim Murtinho e Largo do Curvello.",1500,2003,"Bloco: Me Enterra na Quarta - Bairro: Santa Teresa - Regiao: Zona Norte 2Data: 2018-02-14 - Concentração 15:30:00",-43.4739821,-23.0184443
"Os Filhos da P!","Lagoa","Zona Sul",2018-02-14,"Quarta-feira de Cinzas",1899-12-31 14:00:00,1899-12-31 15:00:00,1899-12-31 20:00:00,"parque das figueiras rio de janeiro","PARADO",5000,2016,"Bloco: Os Filhos da P! - Bairro: Lagoa - Regiao: Zona Norte 2Data: 2018-02-14 - Concentração 14:00:00",-43.2178261,-22.9753568
"Planta na Mente","Lapa","Centro",2018-02-14,"Quarta-feira de Cinzas",1899-12-31 15:20:00,1899-12-31 16:20:00,1899-12-31 21:20:00,"praca cardeal camara  arcos da lapa  rio de janeiro","Rua dos Arcos, Rua do Lavradio, Rua do Senado, Rua Pedro I, Rua Visconde do Rio Branco e Praça Tiradentes",1000,2011,"Bloco: Planta na Mente - Bairro: Lapa - Regiao: Zona Norte 2Data: 2018-02-14 - Concentração 15:20:00",-43.1799591,-22.9130414
"Bangay Folia","Padre Miguel","Zona Oeste",2018-02-16,"Sexta-feira após o Carnaval",1899-12-31 16:00:00,1899-12-31 20:00:00,1899-12-31 22:00:00,"rua sidney com rua figueiredo camargo rio de janeiro","Rua Sidney com Figueiredo Camargo, Rua Figueiredo Camargo com Ponto Chic, Rua Figueiredo Camargo com Rua D",500,2017,"Bloco: Bangay Folia - Bairro: Padre Miguel - Regiao: Zona Norte 2Data: 2018-02-16 - Concentração 16:00:00",-43.4558093,-22.8715758
"Bloco Confetes e Serpentinas","Pedra de Guaratiba","Zona Oeste",2018-02-16,"sexta-feira  pós carnaval",1899-12-31 19:00:00,1899-12-31 20:00:00,1899-12-31 22:00:00,"praca dr  raul capello barrozo rio de janeiro","Parado",1500,2016,"Bloco: Bloco Confetes e Serpentinas - Bairro: Pedra de Guaratiba - Regiao: Zona Norte 2Data: 2018-02-16 - Concentração 19:00:00",NA,NA
"Bloco do Brow","Ilha do Governador","Zona Norte 3",2018-02-16,"Sexta-feira após o Carnaval",1899-12-31 18:00:00,1899-12-31 18:00:00,1899-12-31 22:00:00,"praca iaia garcia rio de janeiro","Parado",1500,2015,"Bloco: Bloco do Brow - Bairro: Ilha do Governador - Regiao: Zona Norte 2Data: 2018-02-16 - Concentração 18:00:00",-43.1695189,-22.8258193
"Só Tamborins","Lapa","Centro",2018-02-16,"Sexta-feira após o Carnaval",1899-12-31 18:00:00,1899-12-31 20:00:00,1899-12-31 22:00:00,"travessa do mosqueira rio de janeiro","Rua Visconde de Maranguape, Rua da Lapa, Rua da Glória, seguindo até o Largo da Glória",2500,2007,"Bloco: Só Tamborins - Bairro: Lapa - Regiao: Zona Norte 2Data: 2018-02-16 - Concentração 18:00:00",-43.1791717,-22.9141271
"Bafafá","Ipanema","Zona Sul",2018-02-17,"Sábado após o Carnaval",1899-12-31 09:00:00,1899-12-31 09:00:00,1899-12-31 13:00:00,"praia de ipanema posto  rio de janeiro","PARADO",20000,2003,"Bloco: Bafafá - Bairro: Ipanema - Regiao: Zona Norte 2Data: 2018-02-17 - Concentração 09:00:00",-43.2028707,-22.9869711
"Banda da Penha","Penha","Zona Norte 2",2018-02-17,"Terça-feira de Carnaval",1899-12-31 16:00:00,1900-01-04 20:00:00,1900-01-04 22:00:00,"largo da rua couto rio de janeiro","Parado",1000,2014,"Bloco: Banda da Penha - Bairro: Penha - Regiao: Zona Norte 2Data: 2018-02-17 - Concentração 16:00:00",-43.2359697,-22.8904448
"Banda de Ipanema - HOMENAGEM","Ipanema","Zona Sul",2018-02-17,"Sábado após o Carnaval",1899-12-31 15:00:00,1899-12-31 17:30:00,1899-12-31 21:00:00,"praca general osorio rio de janeiro","Praça General Osório - Parado",5000,1965,"Bloco: Banda de Ipanema - HOMENAGEM - Bairro: Ipanema - Regiao: Zona Norte 2Data: 2018-02-17 - Concentração 15:00:00",-43.1978183,-22.9851806
